"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"MDG_Caribbean","1985","All genders","Not applicable","Percent","49.9707436388364"
"MDG_Caribbean","1985","Male","Not applicable","Percent","47.5593921354612"
"MDG_Caribbean","1985","Female","Not applicable","Percent","52.4446747965295"
"MDG_Caribbean","1984","Female","Not applicable","Percent","52.8361578426522"
"MDG_Caribbean","1984","Male","Not applicable","Percent","47.9532616182085"
"MDG_Caribbean","1984","All genders","Not applicable","Percent","50.3631537308727"
"MDG_Caribbean","1983","All genders","Not applicable","Percent","49.1923346568164"
"MDG_Caribbean","1983","Male","Not applicable","Percent","46.91611326417"
"MDG_Caribbean","1983","Female","Not applicable","Percent","51.5272698825017"
"MDG_Caribbean","1982","Female","Not applicable","Percent","51.4668187037499"
"MDG_Caribbean","1982","Male","Not applicable","Percent","47.0124606703096"
"MDG_Caribbean","1982","All genders","Not applicable","Percent","49.2122581868567"
"MDG_Caribbean","1981","All genders","Not applicable","Percent","49.1968250755608"
"MDG_Caribbean","1981","Male","Not applicable","Percent","47.071064799492"
"MDG_Caribbean","1981","Female","Not applicable","Percent","51.3755108326142"
"MDG_Caribbean","1980","Female","Not applicable","Percent","51.3527075660792"
"MDG_Caribbean","1980","Male","Not applicable","Percent","47.2071814223313"
"MDG_Caribbean","1980","All genders","Not applicable","Percent","49.2544819683752"
"MDG_Caribbean","1979","All genders","Not applicable","Percent","45.1705981306062"
"MDG_Caribbean","1979","Male","Not applicable","Percent","43.3258907149484"
"MDG_Caribbean","1979","Female","Not applicable","Percent","47.0613939946049"
"MDG_Caribbean","1978","Female","Not applicable","Percent","44.4461584876913"
"MDG_Caribbean","1978","Male","Not applicable","Percent","41.16464893685"
"MDG_Caribbean","1978","All genders","Not applicable","Percent","42.7852332735155"
"MDG_Caribbean","1977","All genders","Not applicable","Percent","41.3654107556728"
"MDG_Caribbean","1977","Female","Not applicable","Percent","42.8127706654989"
"MDG_Caribbean","1977","Male","Not applicable","Percent","39.9534626328418"
"MDG_Caribbean","1976","Male","Not applicable","Percent","35.998910301425"
"MDG_Caribbean","1976","Female","Not applicable","Percent","38.7045362987197"
"MDG_Caribbean","1976","All genders","Not applicable","Percent","37.335674827618"
"MDG_Caribbean","1975","All genders","Not applicable","Percent","32.6237034465979"
"MDG_Caribbean","1975","Female","Not applicable","Percent","33.7853709793773"
"MDG_Caribbean","1975","Male","Not applicable","Percent","31.4887145292302"
"MDG_Caucasus and Central Asia","2014","All genders","Not applicable","Percent","87.7756095011509"
"MDG_Caucasus and Central Asia","2014","Male","Not applicable","Percent","87.9252235949045"
"MDG_Caucasus and Central Asia","2014","Female","Not applicable","Percent","87.6984101770187"
"MDG_Caucasus and Central Asia","2013","Female","Not applicable","Percent","87.0888787345064"
"MDG_Caucasus and Central Asia","2013","Male","Not applicable","Percent","87.3453660430942"
"MDG_Caucasus and Central Asia","2013","All genders","Not applicable","Percent","87.186986813863"
"MDG_Caucasus and Central Asia","2012","All genders","Not applicable","Percent","87.0222063714046"
"MDG_Caucasus and Central Asia","2012","Male","Not applicable","Percent","87.1370728749108"
"MDG_Caucasus and Central Asia","2012","Female","Not applicable","Percent","86.962131792916"
"MDG_Caucasus and Central Asia","2011","Female","Not applicable","Percent","86.4967555458199"
"MDG_Caucasus and Central Asia","2011","Male","Not applicable","Percent","86.8052646590278"
"MDG_Caucasus and Central Asia","2011","All genders","Not applicable","Percent","86.6284864208196"
"MDG_Caucasus and Central Asia","2010","All genders","Not applicable","Percent","86.3568005434478"
"MDG_Caucasus and Central Asia","2010","Male","Not applicable","Percent","86.5067208000822"
"MDG_Caucasus and Central Asia","2010","Female","Not applicable","Percent","86.2560362046848"
"MDG_Caucasus and Central Asia","2009","Female","Not applicable","Percent","86.3630492970223"
"MDG_Caucasus and Central Asia","2009","Male","Not applicable","Percent","85.9174778524729"
"MDG_Caucasus and Central Asia","2009","All genders","Not applicable","Percent","86.1041205684763"
"MDG_Caucasus and Central Asia","2008","All genders","Not applicable","Percent","85.4319990968806"
"MDG_Caucasus and Central Asia","2008","Male","Not applicable","Percent","85.4985501380095"
"MDG_Caucasus and Central Asia","2008","Female","Not applicable","Percent","85.4300917838126"
"MDG_Caucasus and Central Asia","2007","Female","Not applicable","Percent","85.700428504534"
"MDG_Caucasus and Central Asia","2007","Male","Not applicable","Percent","85.9894173550981"
"MDG_Caucasus and Central Asia","2007","All genders","Not applicable","Percent","85.8233941758275"
"MDG_Caucasus and Central Asia","2006","All genders","Not applicable","Percent","84.8972215320655"
"MDG_Caucasus and Central Asia","2006","Male","Not applicable","Percent","85.0239541694552"
"MDG_Caucasus and Central Asia","2006","Female","Not applicable","Percent","84.821365285623"
"MDG_Caucasus and Central Asia","2005","Female","Not applicable","Percent","84.0035210546023"
"MDG_Caucasus and Central Asia","2005","Male","Not applicable","Percent","84.3117365110224"
"MDG_Caucasus and Central Asia","2005","All genders","Not applicable","Percent","84.1289795662374"
"MDG_Caucasus and Central Asia","2004","All genders","Not applicable","Percent","86.6671701794617"
"MDG_Caucasus and Central Asia","2004","Male","Not applicable","Percent","86.7665184538436"
"MDG_Caucasus and Central Asia","2004","Female","Not applicable","Percent","86.6347299229923"
"MDG_Caucasus and Central Asia","2003","All genders","Not applicable","Percent","85.9238710970712"
"MDG_Caucasus and Central Asia","2002","All genders","Not applicable","Percent","83.6826658778622"
"MDG_Caucasus and Central Asia","2002","Male","Not applicable","Percent","83.6077093914763"
"MDG_Caucasus and Central Asia","2002","Female","Not applicable","Percent","83.8313382672356"
"MDG_Caucasus and Central Asia","2001","Female","Not applicable","Percent","82.1257089971775"
"MDG_Caucasus and Central Asia","2001","Male","Not applicable","Percent","81.5996338141176"
"MDG_Caucasus and Central Asia","2001","All genders","Not applicable","Percent","81.8231086112798"
"MDG_Caucasus and Central Asia","2000","All genders","Not applicable","Percent","80.1487522312984"
"MDG_Caucasus and Central Asia","2000","Male","Not applicable","Percent","79.6554736939931"
"MDG_Caucasus and Central Asia","2000","Female","Not applicable","Percent","80.7324366322104"
"MDG_Caucasus and Central Asia","1999","Female","Not applicable","Percent","79.1158315183118"
"MDG_Caucasus and Central Asia","1999","Male","Not applicable","Percent","77.2438867896122"
"MDG_Caucasus and Central Asia","1999","All genders","Not applicable","Percent","78.1271124731634"
"MDG_Developed regions","2014","Female","Not applicable","Percent","92.5512709706047"
"MDG_Developed regions","2014","Male","Not applicable","Percent","91.3404249487972"
"MDG_Developed regions","2014","All genders","Not applicable","Percent","91.9279881842996"
"MDG_Developed regions","2013","Male","Not applicable","Percent","90.6353591959883"
"MDG_Developed regions","2013","Female","Not applicable","Percent","91.4973371827078"
"MDG_Developed regions","2013","All genders","Not applicable","Percent","91.0528013228443"
"MDG_Developed regions","2012","All genders","Not applicable","Percent","90.1447282570102"
"MDG_Developed regions","2012","Female","Not applicable","Percent","90.6946530025595"
"MDG_Developed regions","2012","Male","Not applicable","Percent","89.6274652639616"
"MDG_Developed regions","2011","Male","Not applicable","Percent","89.2607708403378"
"MDG_Developed regions","2011","Female","Not applicable","Percent","90.1523312302473"
"MDG_Developed regions","2011","All genders","Not applicable","Percent","89.6929115753804"
"MDG_Developed regions","2010","All genders","Not applicable","Percent","89.5213496511699"
"MDG_Developed regions","2010","Female","Not applicable","Percent","89.9926692775087"
"MDG_Developed regions","2010","Male","Not applicable","Percent","89.077033020331"
"MDG_Developed regions","2009","Male","Not applicable","Percent","88.7274776452655"
"MDG_Developed regions","2009","Female","Not applicable","Percent","89.9825756737935"
"MDG_Developed regions","2009","All genders","Not applicable","Percent","89.3378693342394"
"MDG_Developed regions","2008","All genders","Not applicable","Percent","89.1499983792156"
"MDG_Developed regions","2008","Female","Not applicable","Percent","89.7376026050086"
"MDG_Developed regions","2008","Male","Not applicable","Percent","88.592625896012"
"MDG_Developed regions","2007","Male","Not applicable","Percent","87.9457888094306"
"MDG_Developed regions","2007","Female","Not applicable","Percent","89.3251597403107"
"MDG_Developed regions","2007","All genders","Not applicable","Percent","88.6166973055393"
"MDG_Developed regions","2006","All genders","Not applicable","Percent","88.5951751045601"
"MDG_Developed regions","2006","Female","Not applicable","Percent","89.3615068114702"
"MDG_Developed regions","2006","Male","Not applicable","Percent","87.8708445760996"
"MDG_Developed regions","2005","Male","Not applicable","Percent","87.860791338828"
"MDG_Developed regions","2005","Female","Not applicable","Percent","89.5695595659118"
"MDG_Developed regions","2005","All genders","Not applicable","Percent","88.6914591651756"
"MDG_Developed regions","2004","All genders","Not applicable","Percent","88.7016646991818"
"MDG_Developed regions","2004","Female","Not applicable","Percent","89.6183961432404"
"MDG_Developed regions","2004","Male","Not applicable","Percent","87.8340250391676"
"MDG_Developed regions","2003","Male","Not applicable","Percent","88.3794155349568"
"MDG_Developed regions","2003","Female","Not applicable","Percent","89.8368733750963"
"MDG_Developed regions","2003","All genders","Not applicable","Percent","89.0880128454869"
"MDG_Developed regions","2002","All genders","Not applicable","Percent","88.1023113076397"
"MDG_Developed regions","2002","Female","Not applicable","Percent","88.6529513068546"
"MDG_Developed regions","2002","Male","Not applicable","Percent","87.5818406412467"
"MDG_Developed regions","2001","Male","Not applicable","Percent","87.4701804398647"
"MDG_Developed regions","2001","Female","Not applicable","Percent","89.1004471969517"
"MDG_Developed regions","2001","All genders","Not applicable","Percent","88.2632377899696"
"MDG_Developed regions","2000","All genders","Not applicable","Percent","87.8442782224"
"MDG_Developed regions","2000","Female","Not applicable","Percent","88.5894711950762"
"MDG_Developed regions","2000","Male","Not applicable","Percent","87.1385109690267"
"MDG_Developed regions","1999","Male","Not applicable","Percent","87.0520644539321"
"MDG_Developed regions","1999","Female","Not applicable","Percent","88.5451477633361"
"MDG_Developed regions","1999","All genders","Not applicable","Percent","87.7781976366325"
"MDG_Developed regions","1998","All genders","Not applicable","Percent","87.6822194992934"
"MDG_Developed regions","1998","Female","Not applicable","Percent","88.3956372681964"
"MDG_Developed regions","1998","Male","Not applicable","Percent","87.0075972722762"
"MDG_Developed regions","1997","Male","Not applicable","Percent","87.3802443139804"
"MDG_Developed regions","1997","Female","Not applicable","Percent","88.6784797951817"
"MDG_Developed regions","1997","All genders","Not applicable","Percent","88.0105244729412"
"MDG_Developed regions","1996","All genders","Not applicable","Percent","87.9608119478669"
"MDG_Developed regions","1996","Female","Not applicable","Percent","88.6205806938047"
"MDG_Developed regions","1996","Male","Not applicable","Percent","87.3401538952393"
"MDG_Developed regions","1995","Female","Not applicable","Percent","88.6333965503962"
